# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
ptg000002l	cds	2329951	2331477	-	IIKNCJ_11820	spoVB	Stage V sporulation protein SpoVB/SpoIIIF, required for spore cortex synthesis	COG:COG5841, COG:D, RefSeq:WP_000680733.1, SO:0001217, UniParc:UPI00004B5B28, UniRef:UniRef100_A0A0D3Q551, UniRef:UniRef50_A0A0D3Q551, UniRef:UniRef90_A0A0D3Q551
ptg000002l	cds	2331467	2334973	-	IIKNCJ_11825	mfd	transcription-repair coupling factor	COG:COG1197, COG:LK, EC:3.6.4.-, GO:0000716, GO:0003684, GO:0004386, GO:0005524, GO:0005737, GO:0006355, GO:0016787, RefSeq:WP_000154228.1, SO:0001217, UniParc:UPI000005463F, UniRef:UniRef100_Q2FJD8, UniRef:UniRef50_Q49V12, UniRef:UniRef90_Q99WA0
ptg000002l	cds	2334973	2335545	-	IIKNCJ_11830	pth	aminoacyl-tRNA hydrolase	COG:COG0193, COG:J, EC:3.1.1.29, GO:0004045, GO:0005737, GO:0006412, RefSeq:WP_000649791.1, SO:0001217, UniParc:UPI00000013BE, UniRef:UniRef100_A7WYQ5, UniRef:UniRef50_P37470, UniRef:UniRef90_A7WYQ5
ptg000002l	cds	2335856	2336509	-	IIKNCJ_11835	rplY	50S ribosomal protein L25/general stress protein Ctc	COG:COG1825, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0008097, GO:1990904, RefSeq:WP_000157650.1, SO:0001217, UniParc:UPI00000D768D, UniRef:UniRef100_Q2FJE0, UniRef:UniRef50_Q2FJE0, UniRef:UniRef90_Q2FJE0
ptg000002l	cds	2336659	2337624	-	IIKNCJ_11840	prs	ribose-phosphate diphosphokinase	COG:COG0462, COG:F, EC:2.7.6.1, GO:0000287, GO:0004749, GO:0005524, GO:0005737, GO:0006015, GO:0009156, GO:0009165, GO:0016301, GO:0016310, RefSeq:WP_000933774.1, SO:0001217, UniParc:UPI0000054642, UniRef:UniRef100_P65236, UniRef:UniRef50_P65236, UniRef:UniRef90_P65236
ptg000002l	cds	2337771	2339123	-	IIKNCJ_11845	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	COG:COG1207, COG:M, EC:2.3.1.157, EC:2.7.7.23, GO:0000287, GO:0000902, GO:0003977, GO:0005737, GO:0006048, GO:0008360, GO:0009245, GO:0009252, GO:0019134, GO:0071555, KEGG:K04042, RefSeq:WP_001252529.1, SO:0001217, UniParc:UPI00000D9CA3, UniRef:UniRef100_Q2FJE2, UniRef:UniRef50_P14192, UniRef:UniRef90_Q2YVU6
ptg000002l	cds	2339467	2339769	-	IIKNCJ_11850	spoVG	septation regulator SpoVG	COG:COG2088, COG:D, GO:0000917, GO:0030435, RefSeq:WP_000868999.1, SO:0001217, UniParc:UPI0000054645, UniRef:UniRef100_A6TYX2, UniRef:UniRef50_P28016, UniRef:UniRef90_Q6GJH3
ptg000002l	cds	2339841	2340221	-	IIKNCJ_11855	ridA	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	COG:COG0251, COG:V, RefSeq:WP_000691766.1, SO:0001217, UniParc:UPI0000054646, UniRef:UniRef100_A0A0D6FX43, UniRef:UniRef50_A0A0D6XNV1, UniRef:UniRef90_A0A4P7P3E8
ptg000002l	cds	2340238	2341062	-	IIKNCJ_11860	purR	pur operon repressor	COG:COG0503, COG:F, KEGG:K09685, RefSeq:WP_001269643.1, SO:0001217, UniParc:UPI0000054647, UniRef:UniRef100_A0A380DJ37, UniRef:UniRef50_P37551, UniRef:UniRef90_A0A133PZN4
ptg000002l	cds	2341076	2341924	-	IIKNCJ_11865	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	COG:COG1947, COG:I, EC:2.7.1.148, GO:0005524, GO:0016114, GO:0016310, GO:0050515, RefSeq:WP_000638870.1, SO:0001217, UniParc:UPI0000054648, UniRef:UniRef100_A7WYP4, UniRef:UniRef50_Q5HRR0, UniRef:UniRef90_Q6GJH6
ptg000002l	cds	2342234	2342497	-	IIKNCJ_11870		DUF1021 domain-containing protein	COG:COG4466, COG:S, RefSeq:WP_001126664.1, SO:0001217, UniParc:UPI0000054649, UniRef:UniRef100_A0A0D1K364, UniRef:UniRef50_D6XV41, UniRef:UniRef90_A0A133PZP8
ptg000002l	cds	2342597	2343490	-	IIKNCJ_11875	rsmA	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	COG:COG0030, COG:J, EC:2.1.1.182, GO:0003723, GO:0005737, GO:0052908, RefSeq:WP_000886500.1, SO:0001217, UniParc:UPI000012E0C1, UniRef:UniRef100_A7WYP0, UniRef:UniRef50_Q2YVV2, UniRef:UniRef90_Q2YVV2
ptg000002l	cds	2343501	2344037	-	IIKNCJ_11880	rnmV	ribonuclease M5	COG:COG1658, COG:J, EC:3.1.26.8, GO:0005737, GO:0006364, GO:0019843, GO:0043822, GO:0046872, RefSeq:WP_000700083.1, SO:0001217, UniParc:UPI0000696BBD, UniRef:UniRef100_A0A5A8VC50, UniRef:UniRef50_Q2G0T1, UniRef:UniRef90_Q2G0T1
ptg000002l	cds	2344204	2344977	-	IIKNCJ_11885	tatD	3'->5' ssDNA/RNA exonuclease TatD	COG:COG0084, COG:N, RefSeq:WP_000904312.1, SO:0001217, UniParc:UPI0000047408, UniRef:UniRef100_A0A7X1VUN3, UniRef:UniRef50_P37545, UniRef:UniRef90_A0A7U7JSZ7
ptg000002l	cds	2345008	2346981	-	IIKNCJ_11890	metG	methionine--tRNA ligase	COG:COG0143, COG:J, EC:6.1.1.10, GO:0000049, GO:0004825, GO:0005524, GO:0005737, GO:0006431, RefSeq:WP_001051143.1, SO:0001217, UniParc:UPI0000696BBC, UniRef:UniRef100_A0A1S6DKH1, UniRef:UniRef50_P23920, UniRef:UniRef90_P67578
ptg000002l	cds	2347267	2348106	-	IIKNCJ_11895	rsmI	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	COG:COG0313, COG:J, RefSeq:WP_000279926.1, SO:0001217, UniParc:UPI000005464E, UniRef:UniRef100_W8TP29, UniRef:UniRef50_W8TP29, UniRef:UniRef90_W8TP29
ptg000002l	cds	2348108	2348356	-	IIKNCJ_11900	yhbQ	UPF0213 protein SAOUHSC_00458	COG:COG2827, COG:L, KEGG:K07461, RefSeq:WP_000377064.1, SO:0001217, UniParc:UPI000005464F, UniRef:UniRef100_Q2YVV7, UniRef:UniRef50_Q2YVV7, UniRef:UniRef90_Q2YVV7
ptg000002l	cds	2348349	2349074	-	IIKNCJ_11905	trmN6	tRNA1(Val) A37 N6-methylase TrmN6	COG:COG4123, COG:J, RefSeq:WP_000910689.1, SO:0001217, UniParc:UPI0000054650, UniRef:UniRef100_Q9ZEI9, UniRef:UniRef50_A0A380G9L7, UniRef:UniRef90_A0A0U1MFR2
ptg000002l	cds	2349348	2349695	-	IIKNCJ_11910	yabA	DNA replication initiation control protein YabA	COG:COG4467, COG:L, GO:0006260, RefSeq:WP_000375686.1, SO:0001217, UniParc:UPI00000D9CA0, UniRef:UniRef100_Q2YVV9, UniRef:UniRef50_Q49UZ5, UniRef:UniRef90_Q2YVV9
ptg000002l	cds	2349712	2350515	-	IIKNCJ_11915	yaaT	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)	COG:COG1774, COG:T, RefSeq:WP_001134194.1, SO:0001217, UniParc:UPI0000054652, UniRef:UniRef100_W8U1I5, UniRef:UniRef50_A0A7U7IEC9, UniRef:UniRef90_A0A7U7IEC9
ptg000002l	cds	2350516	2351442	-	IIKNCJ_11920	holB	DNA polymerase III, delta prime subunit	COG:COG0470, COG:L, RefSeq:WP_000344337.1, SO:0001217, UniParc:UPI0000054653, UniRef:UniRef100_X5DU21, UniRef:UniRef50_X5DU21, UniRef:UniRef90_X5DU21
ptg000002l	cds	2351656	2351985	-	IIKNCJ_11925	darA	Cyclic di-AMP receptor DarA/PstA	COG:COG3870, COG:T, RefSeq:WP_000781979.1, SO:0001217, UniParc:UPI0000054655, UniRef:UniRef100_A0A0D1JF17, UniRef:UniRef50_P37538, UniRef:UniRef90_A0A133QFV2
ptg000002l	cds	2352013	2352630	-	IIKNCJ_11930	tmk	dTMP kinase	COG:COG0125, COG:F, EC:2.7.4.9, GO:0004798, GO:0005524, GO:0006233, GO:0006235, GO:0016310, RefSeq:WP_001272126.1, SO:0001217, UniParc:UPI000012E109, UniRef:UniRef100_A7WYM2, UniRef:UniRef50_A7WYM2, UniRef:UniRef90_A7WYM2
ptg000002l	cds	2352632	2353969	-	IIKNCJ_11935	ldcC	Arginine/lysine/ornithine decarboxylase	COG:COG1982, COG:E, RefSeq:WP_000812827.1, SO:0001217, UniParc:UPI0000696BBA, UniRef:UniRef100_A0A0E8JHP5, UniRef:UniRef50_A0A2K4AI60, UniRef:UniRef90_A0A163ZCE4
ptg000002l	rRNA	2354852	2354966	-	IIKNCJ_11940	rrf	5S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01985, RFAM:RF00001, SO:0000652
ptg000002l	rRNA	2355039	2357961	-	IIKNCJ_11945	rrl	23S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01980, RFAM:RF02541, SO:0001001
ptg000002l	rRNA	2358328	2359879	-	IIKNCJ_11950	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
ptg000002l	cds	2360733	2361329	-	IIKNCJ_11955	recR	recombination mediator RecR	COG:COG0353, COG:L, GO:0003677, GO:0006281, GO:0006310, GO:0046872, RefSeq:WP_000559156.1, SO:0001217, UniParc:UPI0000054500, UniRef:UniRef100_Q2FJG2, UniRef:UniRef50_P24277, UniRef:UniRef90_Q6GJJ3
ptg000002l	cds	2361336	2361653	-	IIKNCJ_11960		YbaB/EbfC family nucleoid-associated protein	GO:0003677, GO:0005737, GO:0043590, RefSeq:WP_001213992.1, SO:0001217, UniParc:UPI0000054501, UniRef:UniRef100_Q4L3D5, UniRef:UniRef50_Q49UY8, UniRef:UniRef90_Q49UY8
ptg000002l	cds	2361743	2363440	-	IIKNCJ_11965	dnaX	DNA polymerase III subunit gamma/tau	COG:COG2812, COG:L, RefSeq:WP_001109047.1, SO:0001217, UniParc:UPI00004B5B23, UniRef:UniRef100_A0A0D6G9X7, UniRef:UniRef50_A0A2T4LUW4, UniRef:UniRef90_A0A0D6G9X7
ptg000002l	cds	2363509	2364033	-	IIKNCJ_11970	yhbS	putative N-acetyltransferase YhbS	COG:COG3153, COG:R, RefSeq:WP_001167828.1, SO:0001217, UniParc:UPI0000054503, UniRef:UniRef100_W8UT87, UniRef:UniRef50_C5QPK6, UniRef:UniRef90_W8UT87
ptg000002l	ncRNA	2364341	2364610	-	IIKNCJ_11975	Bacteria_large_SRP	Bacterial large signal recognition particle RNA	RFAM:RF01854, SO:0000655
ptg000002l	ncRNA	2364393	2364492	-	IIKNCJ_11980	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
ptg000002l	cds	2364672	2365400	-	IIKNCJ_11985	treR	trehalose operon repressor	COG:COG2188, COG:K, KEGG:K03486, RefSeq:WP_001118675.1, SO:0001217, UniParc:UPI00000D77D0, UniRef:UniRef100_T1Y7X4, UniRef:UniRef50_A0A192F4G2, UniRef:UniRef90_A0A0S2JAW7
ptg000002l	cds	2365425	2367065	-	IIKNCJ_11990	treC	alpha,alpha-phosphotrehalase	COG:COG0366, COG:G, RefSeq:WP_000031515.1, SO:0001217, UniParc:UPI0000696BB8, UniRef:UniRef100_A0A0E8IZU7, UniRef:UniRef50_A0A1C7FDU5, UniRef:UniRef90_A0A0E8IZU7
ptg000002l	cds	2367129	2368556	-	IIKNCJ_11995	treB	PTS trehalose transporter subunit IIBC	COG:COG1264, COG:G, RefSeq:WP_000279374.1, SO:0001217, UniParc:UPI00004B5B20, UniRef:UniRef100_A0A0H3K728, UniRef:UniRef50_A0A0U1ME77, UniRef:UniRef90_A0A0U1ME77
ptg000002l	tRNA	2369027	2369119	-	IIKNCJ_12000	trnS	tRNA-Ser(tga)	SO:0000269
ptg000002l	cds	2369388	2370851	-	IIKNCJ_12005	gltD	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	COG:COG0493, COG:ER, RefSeq:WP_000503581.1, SO:0001217, UniParc:UPI0000696BB7, UniRef:UniRef100_A0A5A8VD92, UniRef:UniRef50_A0A0D6G8G4, UniRef:UniRef90_A0A0D6G8G4
ptg000002l	cds	2370869	2375368	-	IIKNCJ_12010	gltB	glutamate synthase large subunit	COG:COG0070, COG:E, RefSeq:WP_000551362.1, SO:0001217, UniParc:UPI0000696BB6, UniRef:UniRef100_A0A0D6GA82, UniRef:UniRef50_A0A0D6GA82, UniRef:UniRef90_A0A0D6GA82
ptg000002l	cds	2375549	2376433	+	IIKNCJ_12015	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_000403916.1, SO:0001217, UniParc:UPI000005450D, UniRef:UniRef100_A0A068A2G4, UniRef:UniRef50_A0A068A2G4, UniRef:UniRef90_A0A068A2G4
ptg000002l	cds	2376554	2377666	+	IIKNCJ_12020		Uncharacterized membrane protein	COG:COG5438, COG:S, RefSeq:WP_000877414.1, SO:0001217, UniParc:UPI0000696BB5, UniRef:UniRef100_A0A1S6A7P3, UniRef:UniRef50_Q49UX9, UniRef:UniRef90_A0A0U1ME46
ptg000002l	cds	2377663	2378445	+	IIKNCJ_12025		Uncharacterized membrane protein	COG:COG5438, COG:S, RefSeq:WP_000994678.1, SO:0001217, UniParc:UPI000005450F, UniRef:UniRef100_A0A8S7HLW8, UniRef:UniRef50_B9DLI6, UniRef:UniRef90_A0A8D9YUY4
ptg000002l	cds	2378614	2379099	-	IIKNCJ_12030	rimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	COG:COG0456, COG:J, RefSeq:WP_000183669.1, SO:0001217, UniParc:UPI00004B5B1D, UniRef:UniRef100_A0A7U9P2N4, UniRef:UniRef50_A0A2S6D5S9, UniRef:UniRef90_A0A2S6D5S9
ptg000002l	cds	2379089	2379484	-	IIKNCJ_12035	mutT	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	COG:COG0494, COG:V, RefSeq:WP_000588527.1, SO:0001217, UniParc:UPI00004B5B1C, UniRef:UniRef100_A0A7U9J3N2, UniRef:UniRef50_A0A380H9T0, UniRef:UniRef90_A0A0E0VLI6
ptg000002l	cds	2379633	2379902	+	IIKNCJ_12040		DUF4257 domain-containing protein	RefSeq:WP_001129473.1, SO:0001217, UniParc:UPI0000054512, UniRef:UniRef100_A0A0H3JKV9, UniRef:UniRef50_A0A0M2NRU6, UniRef:UniRef90_A0A0H3JKV9
ptg000002l	cds	2380087	2381091	-	IIKNCJ_12045	aaa	autolysin/adhesin Aaa	BlastRules:WP_001170264, COG:COG3942, COG:M, EC:3.5.1.28, GO:0000917, GO:0005576, GO:0008152, GO:0008745, GO:0009986, GO:0019835, GO:0042742, GO:0071555, RefSeq:WP_001170264.1, SO:0001217, UniParc:UPI0000052267, UniRef:UniRef100_Q2FJH7, UniRef:UniRef50_Q49UX4, UniRef:UniRef90_Q6GJK9
ptg000002l	cds	2381423	2382265	-	IIKNCJ_12050	gmpC	dipeptide ABC transporter glycylmethionine-binding lipoprotein	BlastRules:WP_000825530, COG:COG1464, COG:P, KEGG:K02073, RefSeq:WP_000825521.1, SO:0001217, UniParc:UPI00003DAF82, UniRef:UniRef100_A0A133PZD8, UniRef:UniRef50_A0A143PC59, UniRef:UniRef90_A0A2K4AJ85
ptg000002l	cds	2382302	2382961	-	IIKNCJ_12055	metP	ABC-type methionine transport system, permease component	COG:COG2011, COG:E, RefSeq:WP_000467994.1, SO:0001217, UniParc:UPI0000054516, UniRef:UniRef100_W8TS06, UniRef:UniRef50_W8TS06, UniRef:UniRef90_W8TS06
ptg000002l	cds	2382965	2383990	-	IIKNCJ_12060	metN1	Methionine import ATP-binding protein MetN 1	COG:COG1135, COG:E, EC:7.4.2.11, GO:0005524, GO:0005886, GO:0033232, RefSeq:WP_000569286.1, SO:0001217, UniParc:UPI00004B5B1B, UniRef:UniRef100_Q2FJI0, UniRef:UniRef50_Q5HRU5, UniRef:UniRef90_Q99WE1
ptg000002l	cds	2384284	2385426	-	IIKNCJ_12065	metC	bifunctional cystathionine gamma-lyase/homocysteine desulfhydrase	COG:COG0626, COG:E, EC:4.4.1.1, EC:4.4.1.2, KEGG:K17217, RefSeq:WP_001036663.1, SO:0001217, UniParc:UPI0000054518, UniRef:UniRef100_X5E0F1, UniRef:UniRef50_X5E0F1, UniRef:UniRef90_X5E0F1
ptg000002l	cds	2385410	2386324	-	IIKNCJ_12070	cysK	Cysteine synthase	COG:COG0031, COG:E, RefSeq:WP_000634105.1, SO:0001217, UniParc:UPI00004B5B1A, UniRef:UniRef100_A0A133PZF9, UniRef:UniRef50_A0A0U1ME23, UniRef:UniRef90_A0A0U1ME23
ptg000002l	cds	2386541	2387878	-	IIKNCJ_12075	yocR	Na+-dependent transporter, SNF family	COG:COG0733, COG:R, RefSeq:WP_000828726.1, SO:0001217, UniParc:UPI00004B5B19, UniRef:UniRef100_A0A7U4FK07, UniRef:UniRef50_A0A654CN93, UniRef:UniRef90_Q2G0V5
ptg000002l	cds	2388043	2388156	-	IIKNCJ_12080		O-succinylbenzoate synthase	RefSeq:WP_000510433.1, SO:0001217, UniParc:UPI000005451B, UniRef:UniRef100_A0A127JEE8, UniRef:UniRef50_A0A2W2LVH9, UniRef:UniRef90_A0A127JEE8
ptg000002l	cds	2388334	2389068	-	IIKNCJ_12085	yvaK	Esterase/lipase	COG:COG1647, COG:Q, RefSeq:WP_001220813.1, SO:0001217, UniParc:UPI000005451C, UniRef:UniRef100_X5DUZ9, UniRef:UniRef50_A0A380HAT1, UniRef:UniRef90_X5DUZ9
ptg000002l	cds	2389105	2389779	-	IIKNCJ_12090	pgpB	Membrane-associated phospholipid phosphatase	COG:COG0671, COG:I, RefSeq:WP_000565820.1, SO:0001217, UniParc:UPI00000D9C8B, UniRef:UniRef100_A0A133PZE0, UniRef:UniRef50_G5JLF2, UniRef:UniRef90_A0A133PZE0
ptg000002l	cds	2390462	2390824	-	IIKNCJ_12095	mpsC	DUF2294 domain-containing protein	COG:C, COG:COG5609, RefSeq:WP_000831495.1, SO:0001217, UniParc:UPI000005451F, UniRef:UniRef100_A0A7I0YLB8, UniRef:UniRef50_A0A7U7PXA8, UniRef:UniRef90_A0A7U7PXA8
ptg000002l	cds	2390986	2393691	-	IIKNCJ_12100	dabA	putative inorganic carbon transporter subunit DabA	COG:C, COG:COG3002, GO:0005886, GO:0008270, RefSeq:WP_000211543.1, SO:0001217, UniParc:UPI0000696BB4, UniRef:UniRef100_Q2FJI9, UniRef:UniRef50_Q2G0W1, UniRef:UniRef90_Q2G0W1
ptg000002l	cds	2393704	2395188	-	IIKNCJ_12105	nuoL	NADH dehydrogenase subunit 5	COG:C, COG:COG1009, RefSeq:WP_000948279.1, SO:0001217, UniParc:UPI0000696BB3, UniRef:UniRef100_A0A0D6G9U1, UniRef:UniRef50_A0A0E1VD94, UniRef:UniRef90_A0A0D6G9U1
ptg000002l	sorf	2395709	2395774	+	IIKNCJ_12110	psmA1	Phenol-soluble modulin alpha 1 peptide	GO:0019835, RefSeq:WP_014373781.1, SO:0001217, UniParc:UPI00015FD704, UniRef:UniRef100_P0C7X8, UniRef:UniRef50_P0C7X8, UniRef:UniRef90_P0C7X8
ptg000002l	sorf	2395806	2395871	+	IIKNCJ_12115	psmA2	Phenol-soluble modulin alpha 2 peptide	GO:0019835, RefSeq:WP_014373780.1, SO:0001217, UniParc:UPI00015FD703, UniRef:UniRef100_P0C7Z0, UniRef:UniRef50_P0C7Z0, UniRef:UniRef90_P0C7Z0
ptg000002l	sorf	2395923	2395991	+	IIKNCJ_12120	psmA3	Phenol-soluble modulin alpha 3 peptide	GO:0019835, RefSeq:WP_014373779.1, SO:0001217, UniParc:UPI000161A449, UniRef:UniRef100_P0C802, UniRef:UniRef50_P0C802, UniRef:UniRef90_P0C802
ptg000002l	ncRNA	2396027	2396182	+	IIKNCJ_12125	sau-41	Staphylococcus sRNA sau-41	RFAM:RF02390, SO:0000655
ptg000002l	sorf	2396055	2396117	+	IIKNCJ_12130	psmA4	Phenol-soluble modulin alpha 4 peptide	GO:0019835, RefSeq:WP_014532416.1, SO:0001217, UniParc:UPI000161A44A, UniRef:UniRef100_P0C815, UniRef:UniRef50_P0C815, UniRef:UniRef90_P0C815
ptg000002l	cds	2396776	2397978	-	IIKNCJ_12135	yejR	Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family	COG:COG0523, COG:R, RefSeq:WP_001062982.1, SO:0001217, UniParc:UPI0000054525, UniRef:UniRef100_A0A0E7SEU0, UniRef:UniRef50_P94400, UniRef:UniRef90_A0A0E7SEU0
ptg000002l	cds	2398163	2398357	+	IIKNCJ_12140		DUF4134 domain-containing protein	SO:0001217, UniParc:UPI00015743F5, UniRef:UniRef100_A0A2I7Y8C1, UniRef:UniRef50_A0A0E0VLZ7, UniRef:UniRef90_A0A0E0VLZ7
ptg000002l	cds	2398647	2398961	-	IIKNCJ_12145		Pathogenicity island protein	RefSeq:WP_000172543.1, SO:0001217, UniParc:UPI0000054527, UniRef:UniRef100_A0A0D3Q4W4, UniRef:UniRef50_A0A0H2CSG8, UniRef:UniRef90_A0A0H2CSG8
ptg000002l	cds	2398980	2399303	-	IIKNCJ_12150		Cytosolic protein	RefSeq:WP_000971498.1, SO:0001217, UniParc:UPI0000054529, UniRef:UniRef100_A0A068A5U0, UniRef:UniRef50_A0A2K4AIZ1, UniRef:UniRef90_A0A2K4AIZ1
ptg000002l	cds	2399300	2400628	-	IIKNCJ_12155		Lipase-3 domain-containing protein	RefSeq:WP_000952537.1, SO:0001217, UniParc:UPI0000696BB2, UniRef:UniRef100_A0A7U9J3N7, UniRef:UniRef50_A0A6B1RJM6, UniRef:UniRef90_A0A0H2WXW8
ptg000002l	cds	2400618	2401433	-	IIKNCJ_12160	lpl10	tandem-type lipoprotein Lpl10	BlastRules:WP_001801842, GO:0005886, SO:0001217, UniParc:UPI00015FD702, UniRef:UniRef100_Q2FJJ6, UniRef:UniRef50_Q7A7F8, UniRef:UniRef90_Q2G0W9
ptg000002l	cds	2401613	2402398	-	IIKNCJ_12165	lpl9	tandem-type lipoprotein Lpl9	BlastRules:WP_000835976, GO:0005886, RefSeq:WP_000835976.1, SO:0001217, UniParc:UPI000005452C, UniRef:UniRef100_Q2G0X0, UniRef:UniRef50_Q7A7G1, UniRef:UniRef90_Q2G0X0
ptg000002l	cds	2402417	2403232	-	IIKNCJ_12170	lpl8	tandem-type lipoprotein Lpl8	BlastRules:WP_001797296, GO:0005886, SO:0001217, UniParc:UPI00004B5B12, UniRef:UniRef100_Q2FJJ8, UniRef:UniRef50_Q7A7F8, UniRef:UniRef90_Q8NY35
ptg000002l	cds	2403408	2404184	-	IIKNCJ_12175	lpl7	tandem-type lipoprotein Lpl7	BlastRules:WP_000649608, GO:0005886, RefSeq:WP_000649608.1, SO:0001217, UniParc:UPI00004B5B11, UniRef:UniRef100_Q2FJJ9, UniRef:UniRef50_Q7A7G1, UniRef:UniRef90_Q2FJJ9
ptg000002l	cds	2404254	2405045	-	IIKNCJ_12180	lpl6	tandem-type lipoprotein Lpl6	BlastRules:WP_000456139, GO:0005886, RefSeq:WP_000456139.1, SO:0001217, UniParc:UPI0000696BB0, UniRef:UniRef100_Q2FJK0, UniRef:UniRef50_Q7A7G1, UniRef:UniRef90_Q2YVQ6
ptg000002l	cds	2405077	2405847	-	IIKNCJ_12185	lpl5	tandem-type lipoprotein Lpl5	BlastRules:WP_000835992, GO:0005886, RefSeq:WP_000835992.1, SO:0001217, UniParc:UPI0000696BAF, UniRef:UniRef100_Q2FJK1, UniRef:UniRef50_Q8NY39, UniRef:UniRef90_Q5HIN6
ptg000002l	cds	2405866	2406669	-	IIKNCJ_12190	lpl4	tandem-type lipoprotein Lpl4	BlastRules:WP_000971990, GO:0005886, RefSeq:WP_000971990.1, SO:0001217, UniParc:UPI0000696BAE, UniRef:UniRef100_Q2FJK2, UniRef:UniRef50_Q7A7G1, UniRef:UniRef90_Q2FJK2
ptg000002l	cds	2407049	2407522	-	IIKNCJ_12195		Truncated staphylococcal tandem lipoprotein	SO:0001217, UniParc:UPI00015743F2, UniRef:UniRef100_A0A0H3KEF1, UniRef:UniRef50_A0A380DLS6, UniRef:UniRef90_A0A0H3KEF1
ptg000002l	cds	2407541	2408341	-	IIKNCJ_12200	lpl2	tandem-type lipoprotein Lpl2	BlastRules:WP_001269759, GO:0005886, RefSeq:WP_001269759.1, SO:0001217, UniParc:UPI0000696BAD, UniRef:UniRef100_Q2FJK3, UniRef:UniRef50_Q8NY39, UniRef:UniRef90_Q2FJK3
ptg000002l	cds	2408372	2409175	-	IIKNCJ_12205	lpl1	tandem-type lipoprotein Lpl1	BlastRules:WP_047335196, GO:0005886, SO:0001217, UniParc:UPI0000696BAC, UniRef:UniRef100_Q2FJK4, UniRef:UniRef50_Q8NY39, UniRef:UniRef90_Q2FJK4
ptg000002l	cds	2409513	2409821	+	IIKNCJ_12210	spn	myeloperoxidase inhibitor SPIN	BlastRules:WP_001667246, RefSeq:WP_000669519.1, SO:0001217, UniParc:UPI00000C7F58, UniRef:UniRef100_A0A7U9P2P0, UniRef:UniRef50_A0A2A4GXB5, UniRef:UniRef90_A0A7U7JSL5
ptg000002l	cds	2409924	2411432	-	IIKNCJ_12215		FKLRK protein	BlastRules:WP_001208887, BlastRules:WP_001208912, BlastRules:WP_001208927, RefSeq:WP_001208912.1, SO:0001217, UniParc:UPI000005452F, UniRef:UniRef100_A0A0D6GBG7, UniRef:UniRef50_A0A2K4AIV8, UniRef:UniRef90_A0A0D6GBG7
ptg000002l	cds	2411454	2412131	-	IIKNCJ_12220	ssl11	superantigen-like protein SSL11	GO:0005576, RefSeq:WP_000769163.1, SO:0001217, UniParc:UPI0000054530, UniRef:UniRef100_Q2G0X4, UniRef:UniRef50_A8E1U5, UniRef:UniRef90_Q2G0X4
ptg000002l	cds	2412514	2413725	-	IIKNCJ_12225	hsdS	Restriction endonuclease S subunit	COG:COG0732, COG:V, RefSeq:WP_000072584.1, SO:0001217, UniParc:UPI0000054531, UniRef:UniRef100_A0A4P7P396, UniRef:UniRef50_A0A4P7P396, UniRef:UniRef90_A0A4P7P396
ptg000002l	cds	2413718	2415274	-	IIKNCJ_12230		type I restriction-modification system subunit M	RefSeq:WP_000028628.1, SO:0001217, UniParc:UPI0000054532, UniRef:UniRef100_A0A2P0A6Y7, UniRef:UniRef50_B1BVR9, UniRef:UniRef90_A0A2P0A6Y7
ptg000002l	cds	2415538	2416221	-	IIKNCJ_12235	set25	superantigen-like protein SSL10	GO:0005576, RefSeq:WP_000673051.1, SO:0001217, UniParc:UPI00000CAB82, UniRef:UniRef100_Q2G2X7, UniRef:UniRef50_Q2G2X7, UniRef:UniRef90_Q2G2X7, VFDB:VFC0235, VFDB:VFG004906
ptg000002l	cds	2416587	2417285	-	IIKNCJ_12240	set24	superantigen-like protein SSL9	RefSeq:WP_000779446.1, SO:0001217, UniParc:UPI00004B5B0C, UniRef:UniRef100_A0A0D6G9V6, UniRef:UniRef50_A0A0D6G9V6, UniRef:UniRef90_A0A0D6G9V6, VFDB:VFC0235, VFDB:VFG004909
